OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
15880,2017,0000 0585 TEXAS               ST0000,4102052,4102,052,27,MRES,Multi-Family Residential,F,Flats & Duplex,2010,3,3,7,1,2,RH2,NA,0,0,1807,550,2495,NA,1000,1,11,Home Owners,NA,0,7000,,,0,406530,78046,0,9.0,9E,Potrero Hill,10,10,Potrero Hill,20174102052,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3949058,37.75904993
15890,2017,0000 0301 EXECUTIVE PARK      BL0000,4991633,4991,633,30,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2010,0,0,0,7,111,C2,NA,0,0,160000,0,55267,NA,1000,1,NA,,NA,0,0,2008-01-08 0:00:00,00:00:00.000,0,51524848,9280550,15921,10.0,10J,Hunters Point,10,10,Bayview Hunters Point,20174991633,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3917828,37.71150483
15923,2017,0000 5600 3RD                 ST0000,5421138,5421,138,32,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2010,0,0,0,4,116,NA,NA,0,0,107693,0,0,NA,1018,1,3,Welfare,NA,17666161,0,,,0,14262450,3403711,792555,10.0,10A,Bayview,10,10,Bayview Hunters Point,20175421138,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3941727,37.72680518
16069,2017,0000 0317 CORTLAND            AV0000,5667015,5667,015,33,MRES,Multi-Family Residential,FS,Flat & Store 4 units or less,2010,4,4,10,3,3,NC2,NA,0,0,3759,0,1716,O,1000,1,NA,,NA,0,0,2004-12-30 0:00:00,00:00:00.000,0,488077,732116,0,9.0,9G,Bernal Heights South,9,9,Bernal Heights,20175667015,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4180844,37.73940794
16072,2017,0413 0411 BOWDOIN             ST0000,5918030,5918,030,35,MRES,Multi-Family Residential,F,Flats & Duplex,2010,5,5,10,2,0,RH2,NA,65,0,3023,747,1820,NA,1000,1,NA,,NA,0,0,2008-03-14 0:00:00,00:00:00.000,0,670474,372601,0,10.0,10F,Portola,9,9,Portola,20175918030,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4120599,37.73013038
16073,2017,1208 1200-SILVER              AV0000,5918031,5918,031,35,MRES,Multi-Family Residential,F,Flats & Duplex,2010,5,7,14,2,2,RH2,NA,0,0,3126,0,1873,NA,1000,1,NA,,NA,0,0,2008-03-14 0:00:00,00:00:00.000,0,824818,384297,0,10.0,10F,Portola,9,9,Portola,20175918031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.412083,37.73021114
16085,2017,1411 1409 SANCHEZ             ST0000,6592031,6592,031,39,MRES,Multi-Family Residential,F,Flats & Duplex,2010,5,0,9,3,2,RH2,NA,0,0,4240,0,1999,NA,1000,1,11,Home Owners,NA,0,7000,2011-04-04 0:00:00,00:00:00.000,0,852765,1989790,0,5.0,5C,Noe Valley,8,8,Noe Valley,20176592031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4288867,37.74650562
16095,2012,0000 0431 26TH                AV0000,1458005,1458,005,11,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,9,11,20,3,3,RM1,NA,0,0,6221,0,3358,O,1000,1,NA,,NA,0,0,2009-02-06 0:00:00,00:00:00.000,0,1243292,1004738,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20121458005,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4862545,37.78133244
16096,2012,5900 5800 3RD                 ST0000,5431A043,5431A,043,32,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,0,272,0,5,142,M1,D,0,0,295861,0,130061,NA,1018,1,NA,,NA,0,0,,,0,50194200,10449474,0,10.0,10A,Bayview,10,10,Bayview Hunters Point,20125431A043,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3951355,37.72507412
16097,2009,0000 1355 PACIFIC             AV0000,0184031,0184,031,2,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,0,0,0,4,23,NC2,NA,0,0,25475,0,9456,O,1000,1,NA,,NA,0,0,2008-10-02 0:00:00,00:00:00.000,0,106082,3076567,0,8.0,8C,Nob Hill,3,3,Russian Hill,20090184031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4175406,37.79529699
16098,2009,0000 0371 6TH                 AV0000,1438015,1438,015,10,MRES,Multi-Family Residential,DD,2 Dwellings on 1 Parcel 4 units or less,2010,3,3,5,3,0,NC3,D,0,0,1687,0,2996,NA,1000,0.5,NA,,NA,0,0,2007-09-19 0:00:00,00:00:00.000,0,299880,699720,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20091438015,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4646571,37.78162168
16099,2009,0000 1188 MISSION             ST0000,3702039,3702,039,25,MRES,Multi-Family Residential,A,Apartment 4 units or less,2010,0,0,0,24,440,C3G,NA,65,0,318000,0,8415,R,1000,1,NA,,NA,0,0,,,0,18200000,315465,0,9.0,9F,South of Market,6,6,South of Market,20093702039,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.412629,37.7783553
16148,2011,1740A1740 09TH                AV0000,2041031,2041,031,15,MRES,Multi-Family Residential,F,Flats & Duplex,2010,6,6,17,3,2,RH2,NA,0,0,4770,855,2996,NA,1000,0.5,NA,,NA,0,0,2009-03-17 0:00:00,00:00:00.000,0,1190424,693546,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20112041031,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4654066,37.75577105
16151,2017,0000 2603 HYDE                ST0000,0026038,0026,038,1,MRES,Multi-Family Residential,A,Apartment 4 units or less,2011,5,5,12,3,3,RH3,D,68.75,0,5486,0,2142.75,NA,1000,0.55555,NA,,NA,0,0,2013-01-31 0:00:00,00:00:00.000,0,1453476,2180213,0,8.0,8E,Russian Hill,2,2,Russian Hill,20170026038,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4204571,37.80496795
16154,2017,0261 0261 OCTAVIA             ST0000,0839029,0839,029,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,18,0,5,15,P,NA,0,0,16645,0,4647,NA,1000,1,3,Welfare,NA,11314060,0,,,0,10597504,1331496,0,6.0,6B,Hayes Valley,5,5,Hayes Valley,20170839029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4244592,37.77460286
16158,2017,0000 2139 O'FARRELL           ST0000,1101022,1101,022,8,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,0,0,3,21,RM3,NA,0,0,17858,0,11748,NA,1007,1,3,Welfare,NA,7575224,0,2010-12-17 0:00:00,00:00:00.000,0,5510921,2064303,0,6.0,6A,Anza Vista,5,5,Western Addition,20171101022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4401539,37.78206127
16159,2017,0000 0850 BRODERICK           ST0000,1156023,1156,023,8,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,0,0,3,47,RM1,D,0,0,30727,3953,13059,NA,1000,1,3,Welfare,NA,12520534,0,2004-02-25 0:00:00,00:00:00.000,0,8897749,3622785,0,6.0,6F,North Panhandle,5,5,Western Addition,20171156023,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4398198,37.77833691
16160,2017,0000 0420 29TH                AV0000,1460040,1460,040,11,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,0,0,3,20,RM1,NA,14.54,0,20978,0,8010,NA,1000,1,3,Welfare,NA,6316686,0,,,0,4526016,1790670,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171460040,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4888097,37.78136258
16161,2017,0000 0440 35TH                AV0000,1466034,1466,034,11,MRES,Multi-Family Residential,F,Flats & Duplex,2011,6,6,13,2,2,RH2,NA,20,0,3732,932,4500,R,1000,1,11,Home Owners,NA,0,7000,2009-12-16 0:00:00,00:00:00.000,0,716935,791897,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171466034,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4952056,37.7807608
16162,2017,0519 0517 33RD                AV0000,1511002,1511,002,11,MRES,Multi-Family Residential,F,Flats & Duplex,2011,5,5,13,3,2,RH2,NA,0,0,4179,0,2996,NA,1000,1,NA,,NA,0,0,2002-09-30 0:00:00,00:00:00.000,0,905078,720053,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171511002,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4936023,37.77920907
16170,2017,0000 1625 48TH                AV0000,1895006,1895,006,14,MRES,Multi-Family Residential,DD,2 Dwellings on 1 Parcel 4 units or less,2011,6,6,16,3,2,RH2,NA,0,0,4157,800,2996,NA,1000,0.5,NA,,NA,0,0,2008-12-30 0:00:00,00:00:00.000,0,809140,554786,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171895006,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5080959,37.75605843
16181,2017,0000 0149 DORE                ST0000,3519059,3519,059,23,MRES,Multi-Family Residential,F,Flats & Duplex,2011,9,0,20,5,4,SLR,NA,85,0,6839,0,2125,R,1000,1,NA,,NA,0,0,,,0,1461052,275159,0,9.0,9F,South of Market,6,6,South of Market,20173519059,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4114633,37.77292216
16206,2017,0000 1200 19TH                ST0000,4038009,4038,009,26,MRES,Multi-Family Residential,F,Flats & Duplex,2011,6,7,15,4,2,RH2,NA,0,0,4404,0,2495,NA,1000,1,11,Home Owners,NA,0,7000,1997-08-15 0:00:00,00:00:00.000,0,1264203,295796,0,9.0,9E,Potrero Hill,10,10,Potrero Hill,20174038009,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.394673,37.76163387
16214,2017,0000 0748 INNES               AV0100,4644012,4644,012,29,MRES,Multi-Family Residential,A,Apartment 4 units or less,2011,5,0,0,3,0,NA,NA,0,0,9251,3219,0,NA,1000,1,NA,,NA,0,0,,,0,1876986,172253,0,10.0,10J,Hunters Point,10,10,Bayview Hunters Point,20174644012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3727048,37.73056675
16241,2017,3209 3207 SAN BRUNO           AV0000,5473017,5473,017,32,MRES,Multi-Family Residential,F,Flats & Duplex,2011,6,0,14,2,2,RM1,NA,0,0,0,0,2521,NA,1000,0.5,NA,,NA,0,0,2011-11-18 0:00:00,00:00:00.000,0,450803,430246,0,10.0,10K,Bayview Heights,10,10,Portola,20175473017,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.400764,37.72144688
16242,2017,3219 3217-SAN BRUNO           AV0000,5473018,5473,018,32,MRES,Multi-Family Residential,F,Flats & Duplex,2011,6,0,14,2,2,RM1,NA,0,0,4030,0,2590,NA,1000,0.25,NA,,NA,0,0,,,0,462971,499350,0,10.0,10K,Bayview Heights,10,10,Portola,20175473018,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4007628,37.72136237
16243,2017,3229 3227-SAN BRUNO           AV0000,5473019,5473,019,32,MRES,Multi-Family Residential,F,Flats & Duplex,2011,5,0,14,2,2,RM1,NA,0,0,3951,0,2496,NA,1000,1,NA,,NA,0,0,,,0,621969,164248,0,10.0,10K,Bayview Heights,10,10,Portola,20175473019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4007276,37.7212579
16244,2017,3239 3237-SAN BRUNO           AV0000,5473020,5473,020,32,MRES,Multi-Family Residential,F,Flats & Duplex,2011,0,0,0,2,2,RM1,NA,0,0,3880,0,2743,NA,1000,0.5,NA,,NA,0,0,,,0,610250,294759,0,10.0,10K,Bayview Heights,10,10,Portola,20175473020,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4007142,37.72115099
16258,2017,0000 0055 TRUMBULL            ST0000,5868008,5868,008,35,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,18,0,0,3,19,NC2,B,0,0,22523,0,13903,O,1000,0.75,NA,,NA,0,0,,,0,5263594,495852,0,10.0,10C,Excelsior,11,11,Excelsior,20175868008,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.42862,37.73104217
16275,2018,0000 0066 09TH                ST0000,3508054,3508,054,23,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,0,0,0,0,C3G,NA,0,0,0,0,12760,O,1000,1,3,Welfare,NA,1962490,0,,,0,392496,1569994,0,9.0,9F,South of Market,6,6,South of Market,20183508054,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4154077,37.77639364
16279,2015,0000 0055 TRUMBULL            ST0000,5868007,5868,007,35,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2011,0,0,0,3,19,NC2,NA,0,0,22382,0,6064,O,1000,0.75,NA,,NA,0,0,1989-12-07 0:00:00,00:00:00.000,0,2006595,491441,0,10.0,10C,Excelsior,11,11,Excelsior,20155868007,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.428425,37.73105961
16288,2010,0000 1011 TENNESSEE           ST0000,4108003G,4108,003G,27,MRES,Multi-Family Residential,F,Flats & Duplex,2011,6,0,0,4,3,M2,NA,0,0,4254,0,2495,NA,1000,1,NA,,NA,0,0,2007-09-12 0:00:00,00:00:00.000,0,0,625812,0,9.0,9E,Potrero Hill,10,10,Potrero Hill,20104108003G,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.38905,37.75910974
16289,2010,3121 3119 HARRISON            ST0000,5504001H,5504,001H,33,MRES,Multi-Family Residential,F,Flats & Duplex,2011,3,3,0,2,0,RH2,NA,0,0,2500,0,3750,NA,1000,0.5,NA,,NA,0,0,2006-04-17 0:00:00,00:00:00.000,0,210000,672268,0,9.0,9A,Bernal Heights,9,9,Bernal Heights,20105504001H,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4111236,37.74783363
16414,2017,0000 3322 BUCHANAN            ST0000,0494012,0494,012,4,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2001,44,41,0,3,28,NC3,NA,0,0,35900,0,16496,NA,1000,1,NA,,NA,0,0,2003-11-19 0:00:00,00:00:00.000,0,12250690,4777766,0,7.0,7A,Marina,2,2,Marina,20170494012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4324685,37.80060794
16427,2017,0000 1565 PACIFIC             AV0000,0596026,0596,026,5,MRES,Multi-Family Residential,DD,2 Dwellings on 1 Parcel 4 units or less,2001,3,4,8,3,1,NC2,NA,0,0,2238,0,2879,NA,1000,1,11,Home Owners,NA,0,7000,1988-08-26 0:00:00,00:00:00.000,0,674747,687682,0,8.0,8C,Nob Hill,3,3,Russian Hill,20170596026,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4209012,37.79483869
16618,2017,0000 0000                       0000,0734008,0734,008,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2001,63,0,238,3,49,RM3,B,0,0,49383,0,43289,NA,1000,1,NA,,NA,0,0,,,0,12728998,1687859,0,6.0,6D,Western Addition,5,5,Western Addition,20170734008,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4283587,37.78219683
16619,2017,0000 0000                       0000,0747001,0747,001,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2001,183,0,632,3,144,RM3,B,0,0,132406,0,113434,NA,1000,1,3,Welfare,NA,38238630,0,,,0,34210466,4414413,0,6.0,6D,Western Addition,5,5,Western Addition,20170747001,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4281242,37.78148613
16629,2017,0609 0607-HAYES               ST0000,0819045,0819,045,6,MRES,Multi-Family Residential,F,Flats & Duplex,2001,0,0,0,0,1,NA,NA,0,0,0,0,0,NA,1000,1,NA,,NA,0,0,2006-06-26 0:00:00,00:00:00.000,0,416829,625247,0,6.0,6B,Hayes Valley,5,5,Hayes Valley,20170819045,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4264912,37.77626311
16663,2017,0000 0049 BEAUMONT            AV0000,1085005,1085,005,8,MRES,Multi-Family Residential,F,Flats & Duplex,2001,4,5,15,2,1,RH2,D,0,0,3300,0,2809,NA,1000,0.36,11,Home Owners,NA,0,7000,2001-10-31 0:00:00,00:00:00.000,0,488777,733175,0,1.0,1G,Lone Mountain,2,1,Lone Mountain/USF,20171085005,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4554346,37.78073496
16753,2017,0221 0219 06TH                AV0000,1427009,1427,009,10,MRES,Multi-Family Residential,F,Flats & Duplex,2001,4,0,0,0,2,RM1,NA,0,0,2996,0,2996,NA,1000,0.33333,11,Home Owners,NA,0,7000,2005-05-03 0:00:00,00:00:00.000,0,792591,1188903,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171427009,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4648341,37.78410243
16760,2017,0000 0562 38TH                AV0000,1507022,1507,022,11,MRES,Multi-Family Residential,F,Flats & Duplex,2001,6,0,14,4,2,RH2,D,0,0,5303,860,2949,NA,1000,1,NA,,NA,0,0,2005-03-11 0:00:00,00:00:00.000,0,987256,1480887,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171507022,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4982442,37.77824159
16761,2017,0000 0523 33RD                AV0000,1511003,1511,003,11,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,6,14,3,2,RH2,NA,20,0,3635,0,3000,R,1000,0.5,11,Home Owners,NA,0,7000,2001-07-20 0:00:00,00:00:00.000,0,534604,801908,0,1.0,1E,Outer Richmond,1,1,Outer Richmond,20171511003,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4935973,37.77914053
16762,2017,0000 0524 28TH                AV0000,1517029,1517,029,11,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,7,16,3,1,RM1,D,20,0,3810,725,3000,R,1000,1,11,Home Owners,NA,0,7000,2004-09-09 0:00:00,00:00:00.000,0,730712,1096072,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171517029,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4875738,37.77935913
16766,2017,0000 0522 23RD                AV0000,1565024,1565,024,11,MRES,Multi-Family Residential,F,Flats & Duplex,2001,6,8,14,3,2,RH2,NA,20,0,4326,47,3000,R,1000,1,11,Home Owners,NA,0,7000,,,0,572799,362863,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171565024,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.48209,37.77778874
16767,2017,0633 0631 07TH                AV0000,1637005,1637,005,12,MRES,Multi-Family Residential,F,Flats & Duplex,2001,6,5,14,3,2,RH2,NA,20,0,3622,547,3000,R,1000,1,11,Home Owners,NA,0,7000,2010-08-31 0:00:00,00:00:00.000,0,430522,1004554,0,1.0,1B,Inner Richmond,1,1,Inner Richmond,20171637005,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4653638,37.77654059
16771,2017,1823 1821 CABRILLO            ST0000,1662043,1662,043,12,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,9,16,3,2,RH2,WOO,0,0,4491,819,2495,NA,1000,1,NA,,NA,0,0,2001-11-30 0:00:00,00:00:00.000,0,621168,931755,0,1.0,1A,Central Richmond,1,1,Outer Richmond,20171662043,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.478325,37.77446303
16776,2017,1448 1446 19TH                AV0000,1835034,1835,034,14,MRES,Multi-Family Residential,F,Flats & Duplex,2001,6,7,16,4,2,RH2,NA,99.5,0,4895,0,2487.5,R,1000,1,11,Home Owners,NA,0,7000,1997-12-12 0:00:00,00:00:00.000,0,677440,350832,0,2.0,2F,Inner Sunset,7,7,Inner Sunset,20171835034,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4765724,37.760819
16779,2017,1659 1657 48TH                AV0000,1895066,1895,066,14,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,7,12,3,2,RH2,NA,38,0,3703,0,3450,NA,1000,1,NA,,NA,0,0,2008-02-15 0:00:00,00:00:00.000,0,509296,1188360,0,2.0,2C,Outer Sunset,4,4,Sunset/Parkside,20171895066,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.5080887,37.75551349
17036,2017,0000 3219 17TH                ST0000,3575068,3575,068,23,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,2,8,3,2,RH3,NA,0,0,4250,0,2495,NA,1000,1,NA,,NA,0,0,,,0,855723,50680,0,9.0,9C,Inner Mission,9,9,Mission,20173575068,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4178246,37.76330561
17042,2017,0000 3628 22ND                ST0000,3620010,3620,010,24,MRES,Multi-Family Residential,DD,2 Dwellings on 1 Parcel 4 units or less,2001,4,5,10,1,1,RH2,D,14,0,2825,0,3058.62,R,1000,0.5,11,Home Owners,NA,0,7000,1994-02-08 0:00:00,00:00:00.000,0,426008,256264,0,5.0,5K,Eureka Valley/Dolores Heights,8,8,Noe Valley,20173620010,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4285625,37.75509068
17910,2017,0000 0038 LE CONTE            CR0000,4991261,4991,261,30,MRES,Multi-Family Residential,F,Flats & Duplex,2001,4,4,8,4,1,RH2,NA,0,0,3115,1003,2940,NA,1000,1,11,Home Owners,NA,0,7000,2006-03-16 0:00:00,00:00:00.000,0,468640,702961,0,10.0,10J,Hunters Point,10,10,Bayview Hunters Point,20174991261,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3949646,37.71805929
18051,2017,9510 0949 KEY                   0000,4996023,4996,023,30,MRES,Multi-Family Residential,F,Flats & Duplex,2001,4,6,12,2,2,RH2,WOO,0,0,3238,0,2500,NA,1000,0.5,11,Home Owners,NA,0,7000,2003-10-24 0:00:00,00:00:00.000,0,418962,628444,0,10.0,10K,Bayview Heights,10,10,Bayview Hunters Point,20174996023,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3951304,37.71811476
18054,2017,0000 1670 KIRKWOOD            AV0000,5279021,5279,021,31,MRES,Multi-Family Residential,F,Flats & Duplex,2001,4,5,11,3,2,RH2,NA,0,0,2913,0,2495,NA,1018,0.6,NA,,NA,0,0,2015-10-14 0:00:00,00:00:00.000,0,336600,785400,0,10.0,10A,Bayview,10,10,Bayview Hunters Point,20175279021,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3910989,37.73911685
18070,2017,0000 1453 SILVER              AV0000,5882050,5882,050,35,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,6,13,3,2,RH2,WOO,75,0,3172,441,1875,R,1000,1,NA,,NA,0,0,,,0,514790,130696,0,10.0,10C,Excelsior,9,9,Portola,20175882050,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4078274,37.73195779
18073,2017,2370 0235 GIRARD              ST0000,5981019,5981,019,35,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,6,13,2,2,RH2,WOO,20,0,3432,1650,3000,R,1000,0.5,NA,,NA,0,0,2000-06-30 0:00:00,00:00:00.000,0,556978,178768,0,10.0,10F,Portola,9,9,Portola,20175981019,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4051072,37.72941006
18150,2017,0000 0329 PLYMOUTH            AV0000,7107062,7107,062,43,MRES,Multi-Family Residential,F,Flats & Duplex,2001,5,5,14,2,2,RH2,D,0,0,3664,700,2500,R,1000,0.5,NA,,NA,0,0,2009-04-07 0:00:00,00:00:00.000,0,277388,665742,0,3.0,3J,Oceanview,11,11,Oceanview/Merced/Ingleside,20177107062,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4563353,37.71368348
18160,2012,0000 0637 GIRARD              ST0000,6121034,6121,034,36,MRES,Multi-Family Residential,DA,Dwellings - Apt 4 units or less,2001,4,7,14,3,2,NA,NA,0,0,3748,0,0,NA,1000,1,11,Home Owners,NA,0,7000,2001-03-21 0:00:00,00:00:00.000,0,350299,525453,0,10.0,10F,Portola,9,9,Portola,20126121034,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4031002,37.72454985
18197,2017,0000 1478 PACIFIC             AV0000,0154020,0154,020,2,MRES,Multi-Family Residential,DA,Dwellings - Apt 4 units or less,2002,4,0,0,4,2,NC2,D,0,0,3349,1260,1258,NA,1000,0.5,NA,,NA,0,0,2008-05-01 0:00:00,00:00:00.000,0,2829428,2263538,0,8.0,8C,Nob Hill,3,3,Russian Hill,20170154020,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4195711,37.79545425
18297,2017,0000 0001 CHURCH              ST0000,0874014,0874,014,6,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2002,0,0,0,4,96,NC3,NA,0,0,100997,0,0,NA,1000,1,NA,,NA,0,0,2000-07-17 0:00:00,00:00:00.000,0,19967057,7790141,0,6.0,6B,Hayes Valley,8,8,Hayes Valley,20170874014,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4287272,37.76996044
18320,2017,0000 0307 ANZA                ST0000,1107012,1107,012,8,MRES,Multi-Family Residential,A,Apartment 4 units or less,2002,0,0,0,0,0,NA,NA,0,0,1380,0,0,NA,1000,1,8,College/University,NA,556812,0,,,0,534385,22427,0,1.0,1G,Lone Mountain,1,1,Lone Mountain/USF,20171107012,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.4512834,37.78021167
